id,city,shop_name,address,contact_phone,business_hours,ranking,overall_rating,reviews_count,review_category,visitor_rating,visitor_review
,哈尔滨,金天爱心大药房(与南直路),桦树街与南直路交叉口南侧,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,恒瑞新特药店(和兴路),和兴路56号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,骐商生活超市,黑龙江省哈尔滨市道里区康安路22号大发生活广场负1层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,MLB,哈西大街299号红博·西城红场11层1120室,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,恒信寄卖行,哈东路315号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,果蔬生鲜超市(道外区),哈尔滨市道外区,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新东方齿科器材商店,靖宇街260号,,,,4.0 分,(3条点评),全部(3)◆很好(0)◆好(3)◆一般(0)◆差(0)◆很差(0)◆,,笑容美不美露齿见分晓，牙齿不自信的时候就习惯掩嘴笑，由于天生有一点轻微的嘴凸，每次拍侧面就会露陷，随着年龄增长法令纹加深，便显得愈发明显。看到朋友圈都在分享瑞欧周年庆活动，趁着周末有时间就来预约就诊�先看效果再美牙，省时省钱又省心，拍片口扫完毕就开始1v1量身定制矫正方案啦。满满黑科技的可视化矫治目标模拟系统，简直就是齿科界的CAD，结合美学设计进行矫正，会根据面部形态设计出适合你的方案。都说整牙堪比整容，牙齿矫正以后就像换了一张脸，从3D模拟效果图上就能看得出来。接下来便是漫长的戴牙套过程，通过隐适美帮助牙齿顺利归位，重塑自信而美丽的笑容当然啦，变美并不是一蹴而就的，需要两周更换一次隐形牙套，这样才能准确控制牙齿移动，逐步调整成预期的整齐效果。让笑容成为心情而不只是表情而已�
,哈尔滨,永财食杂水果批发商店,南直路西直路路口附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔滨电视台精品购物,黑龙江省哈尔滨市南岗区满洲里街37,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新城物美超市,哈尔滨市南岗区保健路征仪路交汇处大众新城小区210栋1单元1层1号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金泰生活购物广场,哈尔滨市巴彦县拥政路金泰嘉园,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新街粮油副食,黑龙江省哈尔滨市双城区腾达大街双城市食品药品监督管理局附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,润多水果超市,黑龙江省哈尔滨市方正县博汇阳光新城16号,,,,5.0 分,(5条点评),全部(5)◆很好(5)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,超市水果菜品齐全，价格公道合理 服务也不错
,哈尔滨,华联超市铭奥店,黑龙江省哈尔滨市五常市葵花大街319号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,香坊汇地下购物广场,黑龙江省哈尔滨市香坊区延福街198号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,便民蔬菜超市,黑龙江省哈尔滨市道里区跃进街17-1,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百特米多多淘宝超市,哈尔滨市南岗区汉祥街1号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,尚志市横滨轮胎商店,黑龙江省哈尔滨市尚志市尚志镇新建路九州时代电影城附近,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,松雷阳光超市(乐松广场),黑龙江哈尔滨市南岗区松雷商厦B1楼(乐松广场),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新世纪国际女人街,腾飞大街162号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,四季生鲜超市,黑龙江省哈尔滨市香坊区木材北街,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,富力商业街,黑龙江省哈尔滨市五常市152县道附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,一家人生鲜超市,黑龙江省哈尔滨市松北区中源大道学海街银河小区北100米,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,巴山街外贸服饰一条街,巴山街(近革新教堂),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,福庆堂老王麻子膏药,南直路813号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,秀凤食杂(仓买店),黑龙江省哈尔滨市香坊区民生三道街52号量31栋,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,啊呀呀七色花,东大直街293号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,宝岛医疗器械商店,建筑街与北京街交叉口旁,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,宝丰药店,牛家镇供销嘉园门面(牛家卫生院东北),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,健康药店(爱建店),爱建路66号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,翰林书店(学府路店),黑龙江省哈尔滨市南岗区学府路副1~2号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,环球时尚买手店,紫园路10-5号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,converse匡威,利民开发区利民大道555号杉杉奥特莱斯二层C20200,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,性福岛无人售货超市,征仪路夜语时尚快捷宾馆附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,大发小商品城酒水食品区,黑龙江哈尔滨市道里区康安路22-7-1号恒兴花园1楼31号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,利航飞机模型,友协大街114附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,龙卫中新医药连锁(学府路),学府路电缆名苑底商,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔信食品超市(红旗大街),红旗大街240号(艺汇家1楼),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,奋斗路副食品商场,黑龙江省哈尔滨市南岗区果戈里大街370号,0451-53641809,全年 08:00-18:30,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,我们大东北 东方小巴黎最出名的美食商场 打卡胜地
,哈尔滨,恒信寄卖行,哈东路315号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,馨苑四商店超市(南直路店),黑龙江省哈尔滨市道外区南直路583-1号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百姓仓买超市,河松街195号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,家客隆超市(466乡道店),黑龙江省哈尔滨市双城区五家街道C021保利新城南50米,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,正阳河酱油厂商店(哈药路店),黑龙江省哈尔滨市道里区哈药路256号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,La Chapelle 拉夏贝尔(奥特莱斯...,利民大道与学院路交汇处,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,宝丰大药房,解放大街141,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,中街冰点直营店,公滨路高丽风情小镇西南侧约30米,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,微星游戏本旗舰店(云网百汇天猫...,教化街与松花江街交叉口旁,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈达水果批发,一匡街39附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,鑫淼清真牛羊肉冻货鲜肉商店,工农大街53号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,迷你便利店,黑龙江省哈尔滨市香坊区东三三道街,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,福润家生活超市(广信店),黑龙江哈尔滨市松北区松浦街道中源大道广信新城一期广信店松浦人民医院对面,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,韩国便利店(南十四道街),黑龙江省哈尔滨市道外区南十四道街274号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,俄罗斯食品超市,黑龙江省哈尔滨市道外区滨江街甲66,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,新世纪联华超市,哈尔滨市道外区北棵街6号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,不乏生活,吉兴林场金龙山景区附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,便民综合超市,黑龙江省哈尔滨市南岗区清明四道街45-3号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,聚全友超市,黑龙江省哈尔滨市五常市南三道街106号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,中央红小月亮超市(香顺街),哈尔滨市香坊区香顺街副23号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,京东超市,同安路317,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔滨市道里区中央红小月亮超市...,朗江路1170号,,,,3.0 分,(1条点评),全部(1)◆很好(0)◆好(0)◆一般(1)◆差(0)◆很差(0)◆,,不错不错不错不错不错不错不错不错
,哈尔滨,大福源超市(双城区),哈尔滨市双城区金融国际a栋,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,东城水果蔬菜,哈尔滨市依兰县东顺城路盐业小区西北侧约70米,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,购百特24小时便利店(哈尔滨中央...,尚志大街西七道街1号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,购百特24小时便利店(哈尔滨中央...,尚志大街西七道街1号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,大亨缝纫机商店,道外北五道街4号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,三福仓买商场(红旗总店),红旗大街148,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,大安商厦(大安街),哈尔滨市道里区中央大街96号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,勤富抵押寄卖行,哈成路140号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百姓仓买(通达街),通达街137号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,润恒国际食品交易中心,黑龙江省哈尔滨市松北区润恒国际食品交易中心(万宝大道),,,,暂无评分,(1条点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,#哈尔滨怎么玩 #花式过年看这里 #你的家乡下雪了吗 #周边游安心好去处 #哈尔滨旅行
,哈尔滨,新意水果蔬菜食杂店,南勋街诚信门窗总厂西侧,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,香安市场,三辅街79-2号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,万宁大药房(四方台大道店),黑龙江省哈尔滨市道里区四方台大道2996-3000室,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,通站便利店(便民粮油店),黑龙江省哈尔滨市香坊区通站街94号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,兄弟体育用品,哈西和谐大道金爵万象三号楼9号商服,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,56号牛羊肉店,竹林巷37号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,高颖婚纱礼服会馆,麦凯乐国际公寓A座A塔2803,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,洪源水果蔬菜店,黑龙江省哈尔滨市五常市文化路142号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,物尔美超市(庙胡同),庙胡同,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,韩国用品便利店,泰山路130号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,家幸超市(呼兰店),黑龙江省哈尔滨市呼兰区南二道街235号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,微利超市(南新店),黑龙江省哈尔滨市道外区南新街43号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,华辰超市(呼兰店),黑龙江省哈尔滨市呼兰区南二道街35号畅想国际地下一层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,金中环文化商业街,群力新区第四大道与第五大道所夹段（景江东路东侧）,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,24小时仓买,中和街48号一单元一层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,龙丹乳品便利店,东直路375号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,中央红小月亮便利店,哈尔滨市哈西地区丽江路哈尔滨西站F4层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,大发日用百货,通顺街2-2-14号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,正阳河红肠超市,哈尔滨市哈西地区丽江路哈尔滨西站F4层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,东大门韩国百货,黑龙江省哈尔滨市尚志市尚志大街369号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,祥和综合超市,黑龙江省哈尔滨市依兰县三道岗镇依林公路利鹏综合商场西北,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,百佳超市五常店,文苑路12,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,宏兴寄卖行,乐水街70,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,和平供销超市,黑龙江省哈尔滨市尚志市,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,富氏隆地下商业街(阿城百货大楼...,黑龙江省哈尔滨市阿城区解放大街120号天华商城F1,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔滨华南城,黑龙江省哈尔滨市道外区华南三路与晶城三路交汇处,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈百特超市,香坊区西骑兵小区7栋7-19号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,双赢生鲜连锁超市,邮政街71号东泰金谷大厦房产负一层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,雪花啤酒批发部,南棵头道街11号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,特维尔俄罗斯风情百货,道理区中央大街31号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,亿达广场,黑龙江省哈尔滨市依兰县通江路553号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,玉柴配件商店,哈尔滨市道里区建国街219-8号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,标准件商店,和平路150,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,佳诚水果蔬菜超市,黑龙江省哈尔滨市依兰县通河街482号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,兴旺朝鲜狗肉馆24小时,黑龙江省哈尔滨市南岗区延兴路2,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,健身陀螺商店,黑龙江省哈尔滨市道外区靖宇街副203号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,太阳岛风景区-小卖部,哈尔滨市松北区太阳大道1号哈尔滨太阳岛风景区内,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,华辰超市,人民大街,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,香坊小食品批发市场(哈尔滨市自...,黑龙江省哈尔滨市香坊区香坊大街41号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,华伟大药房(工农大街),工农大街中央红小月亮旁,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,全赢生鲜超市(文成店),文成街3-8号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,天意干调批发,金都大街103号附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,振华大药房(宏伟路店),黑龙江省哈尔滨市道外区宏伟路197号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,淑女屋(远大购物中心店),果戈里大街378号远大购物中心,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,双星运动品牌折扣店,达道街,,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,哈尔滨总体消费水平不低，黑龙江全省的资源几乎都会聚于哈尔滨。双星运动品牌折扣店在国外大牌，国内民企的冲击下，生存的还不错。
,哈尔滨,大桥仓买商场(分部街),分部街与巴陵街交叉口旁,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,全盈生鲜(买卖街店),黑龙江省哈尔滨市道里区买卖街191号,15773435678,,,5.0 分,(1条点评),全部(1)◆很好(1)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,蔬菜水果很新鲜，价格便宜，。。
,哈尔滨,梅帝亚黄金珠宝交易中心,中央大街29号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,龙卫医药,尚志胡同6号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,朵以(杉杉奥特莱斯店),利民大道和卓展路交汇处杉杉奥特莱斯2F-A23600,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,悦品汇(奢侈品买手店),西十一道街56,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,清真窦家牛羊肉铺,黑龙江省哈尔滨市道外区清真寺北楼5号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,Amxs(悦荟店),中央大街232号悦荟2层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,南极调料城,黑龙江省哈尔滨市道外区南坎头道街15号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,恒大寄卖,黑龙江省哈尔滨市道外区靖宇街163号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,月亮湾超市(旭升街),旭升街59,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,三福仓买,安化街37-1,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,凯旋超市,黑龙江省哈尔滨市五常市通达大街398号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,庆客隆超市,黑龙江省哈尔滨市木兰县天隆购物商城负1楼,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,24小时便利店,黑龙江省哈尔滨市南岗区铁路街1号哈尔滨站F1层,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,(筒子沟停车区)超市,(筒子沟停车区)餐厅附近,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,哈尔信食品超市(第一大道店),黑龙江省哈尔滨市道里区群力第一大道1148号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,地利生鲜超市,安心街与安发街交口安心街124号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,客满超市,黑龙江省哈尔滨市方正县国土局会发国土所(中央大街),,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,双丰,桦树街190-1号3门,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
,哈尔滨,天旺俄罗斯进口食品超市,工部街25号,,,,暂无评分,(暂无点评),全部(0)◆很好(0)◆好(0)◆一般(0)◆差(0)◆很差(0)◆,,
