城市	酒店名称	酒店类型	地址	报价	酒店排名	综合评分	点评数	最热评价
哈尔滨	和颐酒店(哈尔滨民航大厦省政府店)	高档型	哈尔滨南岗区中山路115号航天科工院内(近民航大厦)	暂无报价	哈尔滨高档型酒店好评第19（共138家）	4.7	541	酒店房间很现代化,配套设施很好。不算特别市中心但是地铁打车都很方便
哈尔滨	哈尔滨昀城快捷宾馆		哈尔滨南岗区西宁北路东辉明珠园高7-1号	暂无报价	哈尔滨同档次酒店好评第2376（共10415家）	3.1		
哈尔滨	琴与炉假日酒店(哈尔滨道外公路客运站透笼商厦店)		哈尔滨道外区承德街271号	暂无报价	哈尔滨同档次酒店好评第1750（共9628家）	4.0	9	服务很好。服务态度特别好
哈尔滨	哈尔滨宏南宾馆		哈尔滨道外区宏伟路81-7号	暂无报价	哈尔滨同档次酒店好评第1811（共9628家）	3.9	35	环境很好,干净卫生,服务很好。环境不错
哈尔滨	五叶草精品酒店(哈尔滨哈西万达广场店)	舒适型	哈尔滨南岗区哈西大街552号与南兴街交汇处	暂无报价	哈尔滨舒适型酒店好评第90（共175家）	4.6	136	装修细节做的很好,服务人员态度也不错
哈尔滨	亚布力纳岚庄园酒店	舒适型	尚志滑雪旅游度假区	¥ 1232起	哈尔滨舒适型酒店好评第154（共10622家）	4.9		
哈尔滨	泊辰宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平国际机场附近	暂无报价	哈尔滨同档次酒店好评第1462（共9628家）	4.3	109	车接车送,老板很负责,居住环境很温馨。老板很热情
哈尔滨	尚志春天国际酒店	舒适型	尚志绥满线与尚志大街交汇处  转盘道(原建委楼)	暂无报价	哈尔滨舒适型酒店好评第108（共226家）	4.6	274	酒店位置超级好,下高速进市区2分钟即到。服务态度超级好
哈尔滨	恒河春天假日酒店(道外中华巴洛克店)		哈尔滨道外区南二十道街1号	¥ 175起	哈尔滨同档次酒店好评第2103（共10619家）	4.1	90	性价比高,房间大,卫生一般,有停车位。服务特别好房间也很棒看过点评才订的
哈尔滨	印象假日宾馆(哈尔滨哈西万达广场西客站店)		哈尔滨南岗区中兴大道96号	暂无报价	哈尔滨同档次酒店好评第1849（共9628家）	3.8	23	前台人很好。前台态度很好,房间也还行
哈尔滨	哈尔滨祥云雅致时尚宾馆		哈尔滨香坊区香槟路副15-7号	暂无报价	哈尔滨同档次酒店好评第2478（共10464家）	2.7	34	性价比高,位置好。不错,挺好的一次住宿经历
哈尔滨	芭乐宾馆(肿瘤医院店)		哈尔滨南岗区保健路(大众家园)保健路23号	暂无报价	哈尔滨同档次酒店好评第176（共9562家）	4.8	159	很好,环境不错,价钱便宜。好评,好评,好评,好评
哈尔滨	哈尔滨双城瑞宝宾馆		哈尔滨双城区北大街粮食胡同	暂无报价	哈尔滨同档次酒店好评第1268（共9628家）	4.4	78	想要好好休息的可以来这里。好简单大气上档次舒服
哈尔滨	哈尔滨新睿假日宾馆		哈尔滨香坊区泰山路93号	暂无报价	哈尔滨同档次酒店好评第1336（共9628家）	4.3		
哈尔滨	家白公寓(哈尔滨江北店)		哈尔滨松北区江北世茂大道760号北岸明珠小区	暂无报价	哈尔滨同档次酒店好评第901（共9628家）	4.6		
哈尔滨	方正龙跃宾馆	三星级	方正同安路同庆小区18号楼	暂无报价	哈尔滨三星级酒店好评第39（共226家）	4.7	60	唯一不太满意的是供暖不太好。房间宽敞明亮干净,餐厅餐食也很好
哈尔滨	哈特商务酒店(哈尔滨工业大学店)		哈尔滨南岗区西大直街108号	暂无报价	哈尔滨同档次酒店好评第844（共10619家）	4.7	242	地面很干净,光线很好。性价比非常高,周围环境安静
哈尔滨	国煤宾馆(哈尔滨吉林街店)		哈尔滨南岗区吉林街59号	暂无报价	哈尔滨同档次酒店好评第1692（共9628家）	4.0	98	下水反味,屋子里不太暖和,卫生间狭小。干净卫生,特别这次带病人检查等结果
哈尔滨	怡家公寓(哈尔滨哈西万达店)		哈尔滨南岗区中兴大道162号万达广场B2栋办公9层21号	暂无报价	哈尔滨同档次酒店好评第731（共9628家）	4.6		
哈尔滨	麗枫酒店(哈尔滨南直路会展中心店)	舒适型	哈尔滨香坊区南直路136号	暂无报价	哈尔滨舒适型酒店好评第175（共233家）	4.1	41	位置离2号地铁800米,早餐很不错。设施很好,住的很舒服
哈尔滨	全顺宾馆(哈尔滨太平国际机场店)		哈尔滨道里区哈双路与空港一路交口(机场服务区)	暂无报价	哈尔滨同档次酒店好评第308（共10464家）	4.8	114	环境超好,老板热情,下次还会回顾。酒店太棒了,超过了我的想象
哈尔滨	雪谷喜相逢家庭旅馆		五常山河屯林业局东升林场	¥ 283起	哈尔滨同档次酒店好评第130（共10619家）	5.0		
哈尔滨	哈尔滨伊锦酒店	舒适型	哈尔滨阿城区解放大街35号	暂无报价	哈尔滨舒适型酒店好评第26（共226家）	4.8	166	一直都住伊锦很安静,孩子睡的很好。很不错,停车方便,洗浴搓澡不排队
哈尔滨	鼎今快捷宾馆(哈尔滨火车站店)		哈尔滨道里区地节街23号	暂无报价		暂无评分	1条点评	老板们超级热情,人超好。不足的是电视看不了,遥控器压根按不动
哈尔滨	虹成快捷旅馆		哈尔滨道里区柳树街1号	暂无报价	哈尔滨同档次酒店好评第949（共9628家）	4.6	8	位置交通。离各个景点都挺方便,那个叔叔也很热情
哈尔滨	哈尔滨时尚快捷宾馆(萧红故居店)		哈尔滨呼兰区滨兰小区2号楼14门	暂无报价	哈尔滨同档次酒店好评第651（共9628家）	4.7	71	属于装修和环境最好的了。非常干净都是新的下次还会来
哈尔滨	芭乐商务宾馆(哈尔滨哈西万达广场西客站店)		哈尔滨南岗区中兴大道529号	暂无报价	哈尔滨同档次酒店好评第1186（共9628家）	4.4	95	房间性价比很高。是我在哈市住过性价比最高的宾馆
哈尔滨	百茂心宾馆(哈尔滨亚麻街店)		哈尔滨香坊区亚麻街134号	暂无报价	哈尔滨同档次酒店好评第1698（共9628家）	4.0	34	整体环境特别好,房间真的特别干净。位置交通
哈尔滨	哈尔滨金旭时尚宾馆		哈尔滨道外区东直路193号	暂无报价	哈尔滨同档次酒店好评第1808（共9628家）	3.9	25	感觉自己睡得还不错
哈尔滨	哈尔滨航兴宾馆		哈尔滨道里区太平镇立业村红旗屯	暂无报价	哈尔滨同档次酒店好评第1642（共9606家）	4.1		
哈尔滨	亚布力滑雪场民俗风情农家院		尚志亚布力滑雪旅游度假区	暂无报价	哈尔滨同档次酒店好评第1358（共9755家）	4.4		
哈尔滨	哈尔滨呼兰宝帝精品宾馆		哈尔滨呼兰区南二道街185号	暂无报价	哈尔滨同档次酒店好评第961（共9628家）	4.6	208	房间不大,但卫生和服务都挺好。干净整洁,方便实惠
哈尔滨	哈尔滨国煤快捷宾馆		哈尔滨南岗区民益街17号	暂无报价	哈尔滨同档次酒店好评第1344（共9605家）	4.3	74	位置不错,周边配套很方便,房间小了点。好评,位置好,卫生干净,服务态度好
哈尔滨	哈尔滨华驿快捷宾馆		哈尔滨道外区南直路761-1	暂无报价	哈尔滨同档次酒店好评第1697（共9628家）	4.0		
哈尔滨	哈尔滨富达时尚宾馆		哈尔滨道外区宏伟路166号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨上易宾馆		哈尔滨南岗区人和街45号	暂无报价	哈尔滨同档次酒店好评第1930（共9628家）	3.6		
哈尔滨	哈尔滨百悦快捷宾馆		哈尔滨道里区埃德蒙顿83号	暂无报价	哈尔滨同档次酒店好评第2084（共9628家）	3.0		
哈尔滨	美巢公寓(哈尔滨中山路店)		哈尔滨香坊区中山路63号	暂无报价	哈尔滨同档次酒店好评第1437（共10279家）	4.3		
哈尔滨	哈尔滨欣天天时尚快捷旅馆		哈尔滨道里区建议街15号	暂无报价	哈尔滨同档次酒店好评第1185（共9628家）	4.4		
哈尔滨	亚布力雪胖子山庄		尚志亚布力滑雪场青山村	¥ 332起	哈尔滨同档次酒店好评第124（共10578家）	5.0		
哈尔滨	哈尔滨泊客弯宾馆		哈尔滨呼兰区学院路泓林金色地标17栋4号门市	暂无报价	哈尔滨同档次酒店好评第1848（共9628家）	3.8	16	店主特别的好,服务到位,满意的一次体验
哈尔滨	玉龙快捷宾馆(哈尔滨秋林医大一院店)		哈尔滨南岗区辽阳街84号	暂无报价	哈尔滨同档次酒店好评第2032（共9628家）	3.4	5	是那种比较久了的店。房间卫生很干净,没有异味
哈尔滨	哈尔滨大象假日宾馆(中央大街店)		哈尔滨道里区西十五道街22号	暂无报价	哈尔滨同档次酒店好评第1305（共9559家）	4.3	126	太阳岛座地铁就2站,吃饭楼下很多。位置很好,来哈尔滨旅游
哈尔滨	哈尔滨依侬时尚宾馆		哈尔滨道里区西十四道街52号	暂无报价	哈尔滨同档次酒店好评第1372（共9628家）	4.3	139	总体比较满意,离中央大街特别近。换最凉快房间的想法不现实了
哈尔滨	轻住酒店·果然精品(乐松机场巴士凯旋广场店)		哈尔滨香坊区哈平路2-6号凯旋广场B栋2-5号门市	暂无报价	哈尔滨同档次酒店好评第689（共9605家）	4.7	203	高层风景和采光很好,空调给力。林大很近,附近吃喝玩乐都有,公寓式
哈尔滨	亚布力映山公寓	高档型	尚志亚布力滑雪场青云小镇	暂无报价	哈尔滨高档型酒店好评第54（共127家）	4.6	87	这个季节,这个价格很美丽,住的标间。洗浴设备不错,有基本的日用洗漱用品提供
哈尔滨	亚布力怡然之家宾馆		尚志亚布力镇政府斜对面	暂无报价	哈尔滨同档次酒店好评第383（共9755家）	4.7	33	到亚布力西站之后,已经很晚了。环境很好很干净
哈尔滨	哈尔滨哈西鸿运酒店式公寓		哈尔滨南岗区中兴大道99号哈西商厦公寓A座1402室	暂无报价	哈尔滨同档次酒店好评第1726（共9628家）	4.0	22	酒店非常不错,各方面服务都细致周到
哈尔滨	哈尔滨慕尚假日酒店(会展中心省医院店)		哈尔滨香坊区公滨路485号	暂无报价	哈尔滨同档次酒店好评第1366（共9628家）	4.3	128	酒店环境很好,配置齐全,安静。服务热情,环境不错,下次还住
哈尔滨	哈尔滨驿家快捷宾馆		哈尔滨南岗区红旗大街379号	暂无报价	哈尔滨同档次酒店好评第1425（共9628家）	4.3		
哈尔滨	雪谷二青家庭旅馆		五常五常山河屯林业局东升林场	暂无报价	哈尔滨同档次酒店好评第183（共10279家）	4.8		
哈尔滨	哈尔滨枫林假日宾馆(江北大学城学院路店)		哈尔滨呼兰区学院路志华商城4号楼东兴阁8号	暂无报价	哈尔滨同档次酒店好评第1673（共9628家）	4.1	78	卫生干净,交通方便,服务周到。❤酒店非常不错,各方面服务都细致周到
哈尔滨	斯维登度假公寓(哈尔滨群力大道银泰城店)	舒适型	哈尔滨道里区丽江路4206号银泰城E座一楼	暂无报价	哈尔滨舒适型酒店好评第118（共228家）	4.5	325	房间大,干净,安静,楼下好多好吃的。前台服务还不错
哈尔滨	莫泰酒店(哈尔滨中央大街索菲亚教堂透笼商厦店)	经济型	哈尔滨道里区买卖街129号	暂无报价	哈尔滨经济型酒店好评第30（共137家）	4.6	562	性价比超高,酒店服务人员的态度也很棒。交通非常方便
哈尔滨	哈尔滨红硕园宾馆		哈尔滨道外区北十五道街25号(北新街与礼化街交口)	暂无报价	哈尔滨同档次酒店好评第1769（共9605家）	3.9	264	特别方便,附近不远有衣帽城、洗浴中心。卫生很干净,服务也很好很热情,价格实惠
哈尔滨	哈尔滨广瀚宾馆	舒适型	哈尔滨道里区高新区迎宾路集中区洪湖路33号	暂无报价	哈尔滨舒适型酒店好评第16（共226家）	4.8		
哈尔滨	哈尔滨华胜影院宾馆		哈尔滨呼兰区学院路59号	暂无报价	哈尔滨同档次酒店好评第2249（共10622家）	4.0		
哈尔滨	宜必思酒店(哈尔滨中央大街火车站店)	舒适型	哈尔滨道里区新阳路143号	暂无报价	哈尔滨舒适型酒店好评第77（共162家）	4.6	127	去景点公交车很方便,对面还有品牌熟食店。不知道为什么感觉窗户外面的空调机一直吵
哈尔滨	铁一招待所(哈尔滨火车站店)		哈尔滨南岗区下夹树街7号	暂无报价	哈尔滨同档次酒店好评第1406（共9628家）	4.3	22	被套干净整洁,枕头上的毛巾被有家的感觉
哈尔滨	香醍45°假日酒店(哈尔滨西站哈西万达广场店)		哈尔滨南岗区哈西大街510号	暂无报价	哈尔滨同档次酒店好评第1415（共10464家）	4.5	218	城堡的感觉,满足少女心,卫生条件还好。卫生条件好,服务周到,位置交通方便
哈尔滨	哈尔滨老周宾馆(医大二院店)		哈尔滨南岗区保健路142号医大二院家属楼35号2单元2楼	暂无报价	哈尔滨同档次酒店好评第730（共9596家）	4.6	589	顿时心里温暖很多,阿姨也很热情。老板人很好
哈尔滨	哈尔滨尚居公寓(国际会展中心店)		哈尔滨南岗区南直路181号盟科视界9号楼二单元4楼10室	¥ 539起	哈尔滨同档次酒店好评第335（共9765家）	4.7	54	酒店干净卫生,阿姨人也很好。安全卫生大气老板人很好
哈尔滨	喜洋洋快捷宾馆(哈尔滨工大店)		哈尔滨南岗区元和街6号	暂无报价	哈尔滨同档次酒店好评第1292（共9755家）	4.4	44	环境也很不错性价比很高,去哪都方便。老板人很热情
哈尔滨	哈尔滨芒果酒店式公寓		哈尔滨道里区群力远大购物中心步行街远大商务公寓A座A1-10门市	暂无报价	哈尔滨同档次酒店好评第306（共9628家）	4.7	44	很不错价格便宜环境舒适。住了两天,房子很大,宽敞干净
哈尔滨	亚布力关东客栈		尚志亚布力滑雪旅游度假区青山村	暂无报价	哈尔滨同档次酒店好评第741（共9755家）	4.7	44	老板娘很热情有早餐,停车也方便。带早餐,干净卫生,服务也好
哈尔滨	涛姐民宿(哈尔滨中央大街店)		哈尔滨道里区一面街138号金安美豪国际公寓A2栋	暂无报价	哈尔滨同档次酒店好评第1625（共10279家）	4.2		
哈尔滨	哈尔滨楠天汇龙宾馆		哈尔滨南岗区永和街80号	暂无报价	哈尔滨同档次酒店好评第1930（共12070家）	3.8	58	性价比很高的酒店,距离地铁站距离适中。对于像我这样喜欢净的人反正入住体验很好
哈尔滨	哈尔滨tomhuang公寓		哈尔滨松北区世茂大道	暂无报价	哈尔滨同档次酒店好评第935（共9628家）	4.6		
哈尔滨	哈尔滨星空达客舍		哈尔滨道里区顾乡大街36号	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨超感觉主题宾馆		哈尔滨呼兰区利民开发区学院路长青大街11号	暂无报价	哈尔滨同档次酒店好评第1900（共9628家）	3.7	30	地理位置非常棒,门口就是地铁站。这个价格,就是不好停车
哈尔滨	龙江高升客栈(雪谷二店)		五常山河屯林业局东升林场(中国雪谷)	暂无报价	哈尔滨同档次酒店好评第243（共10622家）	4.9	120	要不是满分只有五分我能给五万分。晚上休息的特别好
哈尔滨	金芒果假日宾馆(哈尔滨中山路店)		哈尔滨香坊区西骑兵街19号	暂无报价	哈尔滨同档次酒店好评第2064（共9605家）	3.1	14	酒店位置很方便。酒店位置很方便,设施健全,干净整洁
哈尔滨	壹品新境连锁公寓(哈尔滨哈西客站店)		哈尔滨南岗区壹品新境A座	暂无报价	哈尔滨同档次酒店好评第2064（共9628家）	3.2	18	房间还是挺大的,有种回家的感觉
哈尔滨	滨都假日宾馆(哈尔滨军工大厦工程大学店)		哈尔滨道外区大方里街196号	暂无报价	哈尔滨同档次酒店好评第2019（共9628家）	3.4		
哈尔滨	哈尔滨拉雅宾馆		哈尔滨呼兰区北大街66号	暂无报价	哈尔滨同档次酒店好评第1394（共9628家）	4.3	95	非常好。在呼兰这个价格的房子就算不错了
哈尔滨	爱情公寓(哈尔滨万达城店)		哈尔滨松北区万达华园C11栋一楼111室	暂无报价	哈尔滨同档次酒店好评第1143（共9628家）	4.5	92	空间很大,设施齐全,服务很棒。非常不错,值得入住,老板娘人好
哈尔滨	哈尔滨中建快捷宾馆		哈尔滨南岗区松花江街18号	暂无报价	哈尔滨同档次酒店好评第2066（共9628家）	3.2		
哈尔滨	哈尔滨鑫淼家庭旅馆		哈尔滨道里区西十二道街44号3楼	暂无报价	哈尔滨同档次酒店好评第1676（共9628家）	4.0		
哈尔滨	哈尔滨好佳电竞观影酒店		哈尔滨道外区东直路313-8	暂无报价	哈尔滨同档次酒店好评第1818（共9628家）	3.9	38	整体体验很不错
哈尔滨	艾欧轻奢酒店(哈尔滨巴洛克承德广场店)	舒适型	哈尔滨道外区承德街363号	暂无报价	哈尔滨舒适型酒店好评第47（共175家）	4.7	165	整体不错,干净卫生,环境舒适。很好,卫生好,服务好
哈尔滨	香榭丽舍主题宾馆(哈尔滨哈西店)		哈尔滨南岗区中兴大街153号后院	暂无报价	哈尔滨同档次酒店好评第2098（共10619家）	4.1		
哈尔滨	哈尔滨瑞隆宾馆		哈尔滨道外区先锋路16号	暂无报价	哈尔滨同档次酒店好评第1853（共10464家）	4.2	46	非常满意的入住,感恩感谢全体成员。一般搬
哈尔滨	如家驿居酒店(哈尔滨会展中心衡山路万达广场店)	舒适型	哈尔滨南岗区衡山路18-3号	¥ 265起	哈尔滨舒适型酒店好评第25（共233家）	4.8	468	总的来说还不错,各方面都还是令人满意的。交通便利,房间干净
哈尔滨	哈尔滨居简快捷宾馆		哈尔滨南岗区哈尔滨市南岗区革新街153号(院内)	暂无报价		暂无评分	暂无评论	
哈尔滨	哈尔滨德力快捷宾馆		哈尔滨松北区中源大道银河小区4号楼7门市	暂无报价	哈尔滨同档次酒店好评第2052（共9628家）	3.2	26	老板娘特别热情房间也很整洁推荐推荐嘿嘿。老板娘对卫生要求很高,值得入住
哈尔滨	志航宾馆(哈尔滨太平国际机场店)		哈尔滨道里区太平镇先富村双庙子屯	暂无报价	哈尔滨同档次酒店好评第313（共9628家）	4.7		
哈尔滨	尚志弘旭主题宾馆		尚志站前路118号(彩印厂门市)	暂无报价	哈尔滨同档次酒店好评第1104（共9628家）	4.5	102	这俩酒店不错干净卫生住着舒服。就是停车不太方便,楼下就有水饺粥铺
哈尔滨	白金汉假日酒店(会展中心店)	高档型	哈尔滨南岗区嵩山路30号	暂无报价	哈尔滨高档型酒店好评第114（共138家）	4.2	78	安全,卫生,早餐种类较多,口感有待提高
哈尔滨	哈尔滨金砖宾馆		哈尔滨道里区红专街44号	暂无报价	哈尔滨同档次酒店好评第1612（共9628家）	4.1		
哈尔滨	悠悠快捷宾馆(哈尔滨哈商大店)		哈尔滨道里区通达街201号	暂无报价	哈尔滨同档次酒店好评第1050（共9628家）	4.5		
哈尔滨	哈尔滨玫瑰之约快捷旅店		哈尔滨道外区哈东站十字街绿荫小区17栋4门市	暂无报价	哈尔滨同档次酒店好评第1932（共9628家）	3.6	14	经济实惠,非常不错,第二次住了,推荐
哈尔滨	雪谷阳阳客栈		五常东升林场	¥ 28起	哈尔滨同档次酒店好评第89（共9755家）	4.9	36	店家人很好
哈尔滨	哈尔滨宇彤宾馆(太平国际机场店)		哈尔滨道里区太平机场服务区先富小学旁	¥ 82起	哈尔滨同档次酒店好评第489（共10619家）	4.8	61	总的来说还不错,各方面都还是令人满意的。有家的感觉
哈尔滨	碧海娇龙商务宾馆(哈尔滨中央大街店)	舒适型	哈尔滨道里区经纬街135号	暂无报价	哈尔滨舒适型酒店好评第35（共167家）	4.7	1075	灯光明亮,但是地毯不太干净,有污渍。房间很大,设施也都可以正常使用
哈尔滨	哈尔滨龙尔快捷宾馆		哈尔滨南岗区文景街副98号	暂无报价	哈尔滨同档次酒店好评第1651（共9628家）	4.1		
哈尔滨	依兰锦江商务酒店		依兰通河街350号	暂无报价	哈尔滨同档次酒店好评第1589（共10622家）	4.4	191	而且距离景点很近,出行非常方便。整体感觉不错,房间宽敞舒适
哈尔滨	哈尔滨壹品新境中申酒店式连锁公寓		哈尔滨南岗区哈尔滨大街与南兴路交汇处壹品新境A座	暂无报价	哈尔滨同档次酒店好评第1551（共10279家）	4.3		
哈尔滨	锦江之星风尚(哈尔滨中央大街友谊东路店)	经济型	哈尔滨道外区友谊东路547号	暂无报价	哈尔滨经济型酒店好评第50（共137家）	4.6	749	干净卫生,想说要一个采光好的。服务态度很好
哈尔滨	天正快捷宾馆(哈尔滨香坊店)		哈尔滨香坊区古香街副22-1	暂无报价		暂无评分	暂无评论	
哈尔滨	雪谷金和家庭旅馆		五常山河屯林业局东升林场	暂无报价	哈尔滨同档次酒店好评第1（共9755家）	5.0	25	新房子特别暖和,推荐。酒店非常不错,各方面服务都细致周到
哈尔滨	隆逸大酒店(哈尔滨承德广场巴洛克店)	舒适型	哈尔滨道外区承德街186号	¥ 253起	哈尔滨舒适型酒店好评第141（共223家）	4.4	810	酒店地理位置很不错,对面就是公路客运站。地理位置很好,交通也很方便
哈尔滨	亚布力青云小镇别墅		尚志青云小镇C区15号别墅	暂无报价	哈尔滨同档次酒店好评第1649（共9755家）	4.2		
哈尔滨	雪谷小康家庭旅馆		五常山河屯林业局东升林场(雪谷)	暂无报价	哈尔滨同档次酒店好评第87（共10619家）	5.0	84	很满意阿,店家还会给你安排泼水成冰。老板有求必应,教玩泼水成冰很有一套
哈尔滨	赫室主题宾馆(哈尔滨工农大街十四中店)		哈尔滨道里区工农大街109号	暂无报价	哈尔滨同档次酒店好评第1769（共9628家）	3.9		
哈尔滨	哈尔滨鑫达宾馆		哈尔滨道里区职工街6号	暂无报价	哈尔滨同档次酒店好评第1939（共9755家）	3.9		
哈尔滨	苹果假日酒店(哈尔滨江北湿地公园店)		哈尔滨呼兰区南京路转盘道北侧美澳花园1号商服	暂无报价	哈尔滨同档次酒店好评第1635（共9628家）	4.1	87	床很舒服,环境一般
哈尔滨	哈尔滨同学会住宿		哈尔滨平房区哈南工业新城建安头道街副35号绿色新城二期7栋2单元2层2号	暂无报价	哈尔滨同档次酒店好评第1760（共9628家）	4.0		
哈尔滨	哈尔滨蜜度精品公寓		哈尔滨道外区大新街宝宇天邑澜湾318号	暂无报价	哈尔滨同档次酒店好评第339（共10279家）	4.7		
哈尔滨	哈尔滨天缘宾馆		哈尔滨道里区太平镇太平庄	暂无报价	哈尔滨同档次酒店好评第1121（共9606家）	4.5		
哈尔滨	雪谷小郭驴友之家		五常雪谷东升林场	暂无报价	哈尔滨同档次酒店好评第123（共9628家）	4.8		
哈尔滨	哈尔滨金至尊家庭旅馆		哈尔滨呼兰区学院路金泰蓝郡小区10号	暂无报价	哈尔滨同档次酒店好评第1891（共9628家）	3.7		
哈尔滨	海琦快捷宾馆(哈东站店)		哈尔滨道外区桦树街20-3号	暂无报价	哈尔滨同档次酒店好评第1617（共9628家）	4.1		
哈尔滨	雪谷缘来客栈		五常山河屯林业局东升林场	¥ 149起	哈尔滨同档次酒店好评第133（共10619家）	5.0		
哈尔滨	哈尔滨哈东时尚宾馆		哈尔滨道外区北棵头道街桦树A区1号楼1门	暂无报价	哈尔滨同档次酒店好评第1951（共9628家）	3.6		
哈尔滨	哈尔滨金苹果快捷宾馆		哈尔滨道外区南棵街32号	暂无报价	哈尔滨同档次酒店好评第1944（共9628家）	3.6	64	总的来说还不错,各方面都还是令人满意的。前台小哥非常棒,热情礼貌
哈尔滨	哈尔滨高峰快捷酒店		哈尔滨南岗区学府路319号	暂无报价	哈尔滨同档次酒店好评第1661（共9628家）	4.1		
哈尔滨	亚布力寒舍客栈		尚志亚布力滑雪场雪乡路3号	暂无报价	哈尔滨同档次酒店好评第181（共9628家）	4.8	43	很棒的一次大炕体验。老板人很好,帮我们避开了很多坑
哈尔滨	姐妹公寓(哈尔滨服装城店)		哈尔滨南岗区中兴大道99号哈西商厦B座18楼	暂无报价	哈尔滨同档次酒店好评第1118（共9628家）	4.5		
哈尔滨	哈尔滨宝地快捷宾馆		哈尔滨南岗区学府路380号	暂无报价		暂无评分	4条点评	最主要出门就是地铁口。最后,差旅在外当然是安静的睡个好觉
哈尔滨	哈尔滨时尚港快捷宾馆		哈尔滨双城区双城汽车客运总站对面	暂无报价	哈尔滨同档次酒店好评第1229（共9628家）	4.4	66	非常满意,对面就是客运站,出门就是街面。价格划算#房间很大#位置繁华#服务赞
哈尔滨	建华招待所(哈尔滨火车站店)		哈尔滨南岗区建筑街50号2层	暂无报价	哈尔滨同档次酒店好评第2077（共9628家）	3.1		
哈尔滨	哈尔滨幸福佳旅馆		哈尔滨香坊区三辅街119号	暂无报价	哈尔滨同档次酒店好评第1（共10279家）	5.0		
哈尔滨	哈尔滨大学生宾馆		哈尔滨呼兰区学院路柏林四季A10栋农垦学院对面	暂无报价	哈尔滨同档次酒店好评第1549（共9605家）	4.2		
哈尔滨	哈尔滨鑫森湾宾馆		哈尔滨香坊区红旗大街99-2号	暂无报价		暂无评分	暂无评论	
哈尔滨	黑龙江省体育局亚布力滑雪场竞赛指挥中心		尚志亚布力镇亚布力滑雪场	暂无报价	哈尔滨同档次酒店好评第1748（共9755家）	4.1		
哈尔滨	通河东兴假日宾馆		通河通江大街原老地税局办公楼工商银行对面	暂无报价	哈尔滨同档次酒店好评第1399（共9628家）	4.3	32	离商业街很近,离一中也不远。位置好,服务特别好,房间很暖和
哈尔滨	佳偶宾馆		哈尔滨呼兰区学院路泓林金色地标皇城影院对过	暂无报价	哈尔滨同档次酒店好评第2048（共9628家）	3.3	13	交通很方便,离地铁站也就一条街的距离。老板人也很好
哈尔滨	豪庭快捷宾馆		哈尔滨平房区友协东三道街21号	暂无报价	哈尔滨同档次酒店好评第1639（共9605家）	4.1		
哈尔滨	馨梦阁宾馆(哈尔滨融创乐园世纪花园店)		哈尔滨松北区宏源街783号世纪花园C区(万达广场对面)	暂无报价	哈尔滨同档次酒店好评第1341（共10415家）	4.4		
哈尔滨	哈尔滨福裕商务酒店(万达广场龙塔店)	高档型	哈尔滨香坊区民航路5号	暂无报价	哈尔滨高档型酒店好评第20（共125家）	4.7	275	酒店特别好超出预期。二是服务态度有够好、三是早餐丰富
哈尔滨	好易家快捷宾馆(哈尔滨三辅街店)		哈尔滨香坊区三辅街76号	暂无报价	哈尔滨同档次酒店好评第2029（共9628家）	3.4	28	经常过来住卫生服务都不错的推荐来。不错在这炎热的夏天有一个安逸的睡眠
哈尔滨	如家精选酒店(哈尔滨林业大学文昌街店)	舒适型	哈尔滨香坊区文昌街299号	暂无报价	哈尔滨舒适型酒店好评第59（共175家）	4.7	467	服务非常好,推荐入住,有机器人。服务非常好,前台干净卫生
哈尔滨	哈尔滨机场静园宾馆		哈尔滨道里区太平国际机场中心大街	暂无报价	哈尔滨同档次酒店好评第827（共9606家）	4.6		
哈尔滨	尚志福泰度假别墅		尚志亚布力好汉坡滑雪场内	暂无报价	哈尔滨同档次酒店好评第1508（共9755家）	4.3		
哈尔滨	哈尔滨八荒通神美术馆酒店	高档型	哈尔滨呼兰区利民开发区学院路美术家大街1号	暂无报价	哈尔滨高档型酒店好评第13（共138家）	4.8	304	环境在周边酒店中是最好的,服务也很好。有间美术馆在里面的宾馆,整体还不错
哈尔滨	哈尔滨暖糖精品酒店		哈尔滨道里区经纬四道街28号	暂无报价	哈尔滨同档次酒店好评第212（共9628家）	4.8		
哈尔滨	哈尔滨冰城时尚宾馆		哈尔滨道外区南二十道街9号门市	暂无报价	哈尔滨同档次酒店好评第1824（共9628家）	3.9		
哈尔滨	香橙假日酒店(哈尔滨儿童公园店)		哈尔滨南岗区果戈里大街208号	暂无报价	哈尔滨同档次酒店好评第1280（共9755家）	4.4	60	非常值得推荐,房间没有任何异味
哈尔滨	哈尔滨小小客栈		哈尔滨南岗区公司街159号	暂无报价	哈尔滨同档次酒店好评第2003（共9628家）	3.5		
哈尔滨	哈尔滨升升宾馆		哈尔滨南岗区西宁北路39号东辉明珠园G8-11门市	暂无报价	哈尔滨同档次酒店好评第1749（共9628家）	4.0		
哈尔滨	哈尔滨白杨旅店		哈尔滨道外区三棵树大街268号	暂无报价	哈尔滨同档次酒店好评第1865（共9628家）	3.8		
